0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0.5 1.05453269051665 1.10080687510917 1.09628514963485 1.11562527329676 1.09317462342378 1.0817582319368 1.07428335029714 1.07485323013503 1.08175750606985 1.0690830580266 1.09095370663314 1.06074560853543 1.05677536942778 1.10856044234467 1.07901105589402 1.3 1.1
1 1.38730864970201 1.35230563113011 1.37398787226558 1.37786865972456 1.29737588478296 1.30437172097866 1.36034576942305 1.29175299150169 1.2882080262404 1.27387099072689 1.29565174479723 1.34867772332649 1.34595259173787 1.28809235556894 1.36965860723751 1.40749950626495 1.29336082888606
1.5 1.45282091910381 1.48378207092069 1.42280438338536 1.51609891641955 1.46101840559224 1.48757366345869 1.54305823318427 1.47111838101776 1.52265259829022 1.52715772733529 1.53079589927522 1.55562606471581 1.54150075551231 1.52195416230816 1.53154328323265 1.52424378007248 1.50478696645299
2 1.5704586398379 1.5688359258128 1.45187789638169 1.56567955832723 1.56453362972821 1.56159024824741 1.55548662057695 1.55997766358096 1.54543150640169 1.53450951470984 1.53645776388723 1.51899934007141 1.50305676855895 1.51568828377468 1.483682923849 1.48305714920118 1.47399806477801
2.5 1.57463390382625 1.57201508985397 1.48095140937803 1.56818410874586 1.56718556342987 1.5630927597128 1.55799117099559 1.55286975834869 1.54379053286552 1.53594046312914 1.53216848707924 1.51962530677144 1.50305676855895 1.49120472747561 1.48231757358109 1.46973027268786 1.45140555444962
3 1.5788091678146 1.57519425389514 1.51002492237436 1.5706886591645 1.56996223158707 1.56459527117818 1.56049572141423 1.55575978607279 1.54441649956554 1.53737141154844 1.52787921027126 1.52025127347147 1.50305676855895 1.49190348839375 1.48069809684092 1.46229798345706 1.44806898800927
3.5 1.58298443180294 1.57837341793631 1.53909843537069 1.57342935256611 1.57343055623839 1.56640993476284 1.56300027183287 1.5586498137969 1.54541048912647 1.53957604255812 1.53004151446078 1.52162314366327 1.50384037405088 1.49260224931189 1.47902940899227 1.4610964466076 1.44473242156892
4 1.58711565118042 1.58155258197748 1.56817194836702 1.57814531520856 1.57689888088971 1.57086372987531 1.56550482225151 1.56154919161909 1.54961917565973 1.54237193811842 1.5328098078447 1.52357096975022 1.50499609385602 1.49330101023003 1.47736072114361 1.45989490975814 1.44139585512857
4.5 1.59058397583174 1.58473174601864 1.58306163747851 1.58286127785101 1.58036720554103 1.57531752498779 1.57008138872898 1.56447134440108 1.55382786219298 1.54516783367871 1.53557810122862 1.52551879583718 1.50615181366116 1.49399977114817 1.47685589519651 1.45938864628821 1.43838935025515
5 1.59405230048306 1.58849362470859 1.58834363121854 1.58757724049346 1.58383553019235 1.57977132010027 1.57509231371077 1.56739349718307 1.55803654872623 1.54796372923901 1.53834639461253 1.52746662192413 1.5073075334663 1.494622057964 1.47685589519651 1.45938864628821 1.43804002301473
5.5 1.59752062513438 1.59350454969038 1.59362562495858 1.5922932031359 1.5879297347596 1.58422511521275 1.58010323869256 1.57031564996506 1.56224523525948 1.55075962479931 1.5406170983363 1.52941444801109 1.50846325327144 1.49517846718357 1.47685589519651 1.45938864628821 1.43769069577431
6 1.6009889497857 1.59851547467217 1.59890761869861 1.59700916577835 1.59240723568931 1.58867891032522 1.58511416367436 1.57337161471349 1.56645392179273 1.55332782165724 1.54238482701051 1.53136227409805 1.50961897307658 1.49573487640315 1.47685589519651 1.45938864628821 1.4373413685339
6.5 1.6049725759682 1.60352639965396 1.60387068313154 1.60154157248095 1.59688473661903 1.5931327054377 1.58909827560565 1.57754687870184 1.57013732526422 1.55572344066265 1.54415255568471 1.53299400218059 1.51077469288172 1.49629128562272 1.47685589519651 1.45938864628821 1.43699204129348
7 1.60941371008608 1.60853732463575 1.60807936966479 1.60524124311347 1.60136223754874 1.59690035608845 1.59251402379351 1.58172214269019 1.5725490820392 1.55811905966806 1.54592028435891 1.53384040680629 1.51201010005175 1.49684769484229 1.47685589519651 1.45938864628821 1.43671246845157
7.5 1.61385484420396 1.61354824961755 1.61228805619805 1.60894091374599 1.60583973847845 1.60052822802819 1.59592977198138 1.58589740667854 1.57496083881417 1.56051467867348 1.54768801303312 1.53468681143199 1.51382355789714 1.49740410406186 1.47685589519651 1.45938864628821 1.4369959109597
8 1.61829597832184 1.61766591821519 1.6164967427313 1.61264058437851 1.6101897768811 1.60415609996793 1.59934552016924 1.59007267066688 1.57737259558915 1.56291029767889 1.54945574170732 1.53553321605768 1.51563701574253 1.49802952398742 1.47685589519651 1.45938864628821 1.43727935346784
8.5 1.62273711243972 1.62147101749068 1.62070542926455 1.61634025501103 1.61386374163667 1.60801677939668 1.60276126835711 1.59277149777517 1.57978435236413 1.5653059166843 1.55115278031306 1.53637962068338 1.51745047358791 1.49885273667064 1.47685589519651 1.45938864628821 1.43756279597598
9 1.62714607939418 1.62527611676616 1.6249141157978 1.62003992564355 1.61753770639224 1.61215026566027 1.60615483990789 1.59534763357148 1.5821961091391 1.56770153568972 1.55279618587525 1.53722602530908 1.5192639314333 1.49967594935386 1.47685589519651 1.45938864628821 1.43784623848411
9.5 1.63151002329438 1.62908121604164 1.62869987705092 1.62373959627607 1.62121167114781 1.61628375192385 1.60952874209682 1.59792376936778 1.58460786591408 1.57009715469513 1.55443959143744 1.53807242993478 1.52107738927869 1.50049916203708 1.47685589519651 1.45938864628821 1.43812968099225
10 1.63587396719459 1.63288631531712 1.63203968287616 1.62743926690859 1.62488563590338 1.62041723818744 1.61290264428576 1.60049990516409 1.58701962268905 1.57235623922774 1.55608299699963 1.53891883456048 1.52289084712408 1.5013223747203 1.47763474883066 1.45938864628821 1.43841312350039
10.5 1.64023791109479 1.63669141459261 1.6353794887014 1.6304584033143 1.62855960065895 1.62455072445102 1.61627654647469 1.60301483317251 1.58943137946403 1.57450288509357 1.55772640256182 1.53979173664763 1.5244442452462 1.50214558740352 1.47864988737936 1.45975832530784 1.43868679767855
11 1.64371836367856 1.64049651386809 1.63871929452665 1.63307188859445 1.63166016144756 1.62761573244705 1.61965044866363 1.60551938359115 1.59184313623901 1.5766495309594 1.55936980812401 1.54146123434237 1.52557106732405 1.50296880008674 1.47966502592807 1.46121909148213 1.4389599327772
11.5 1.64699741682019 1.64430161314357 1.64205910035189 1.6356853738746 1.63471680713435 1.63043347988733 1.62302435085256 1.60802393400979 1.593907556638 1.57879617682524 1.5610132136862 1.5431307320371 1.5266978894019 1.50379201276995 1.48068016447677 1.46267985765641 1.43923306787585
12 1.65027646996182 1.64810671241905 1.64548793155367 1.63829885915475 1.63777345282113 1.6332512273276 1.62468785664941 1.61052848442843 1.59592327111396 1.58094282269107 1.56265997251271 1.54480022973183 1.52782471147976 1.50461522545317 1.48169530302548 1.4641406238307 1.43950620297451
12.5 1.65355552310345 1.65174486471086 1.64917450671545 1.64091234443491 1.64083009850791 1.63606897476787 1.62601356799889 1.61303303484707 1.59793898558993 1.58308946855691 1.56432947020745 1.54646972742657 1.52895153355761 1.50597540599524 1.48271044157419 1.46560139000498 1.43977933807316
